OncotreePrimaryDisease,ModelID,DepmapModelType,OncotreeCode,OncotreeSubtype,tcga code
Diffuse Large B-Cell Lymphoma,ACH-000315,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000056,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000656,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000334,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000534,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000285,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000124,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-001703,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000611,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000371,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000271,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000697,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000157,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000365,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-001639,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-001677,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-001617,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-001148,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-002255,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000660,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-002221,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000388,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-000914,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-001616,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Diffuse Large B-Cell Lymphoma,ACH-001709,DLBCLNOS,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",DLBC
Esophagogastric Adenocarcinoma,ACH-000356,DSTAD,DSTAD,Diffuse Type Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000216,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000383,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000110,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000144,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000758,TSTAD,TSTAD,Tubular Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-001653,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000427,TSTAD,TSTAD,Tubular Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000466,TSTAD,TSTAD,Tubular Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-001544,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000344,DSTAD,DSTAD,Diffuse Type Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000351,STAS,STAS,Adenosquamous Carcinoma of the Stomach,ESCA
Esophagogastric Adenocarcinoma,ACH-000303,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000325,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000949,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002730,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002733,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002446,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002757,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000485,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000255,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002736,DSTAD,DSTAD,Diffuse Type Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002161,TSTAD,TSTAD,Tubular Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002202,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002292,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000247,DSTAD,DSTAD,Diffuse Type Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000674,DSTAD,DSTAD,Diffuse Type Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000678,TSTAD,TSTAD,Tubular Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-001368,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-001496,GEJ,GEJ,Adenocarcinoma of the Gastroesophageal Junction,ESCA
Esophagogastric Adenocarcinoma,ACH-001497,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-001500,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000047,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-001654,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-001664,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002141,SSRCC,SSRCC,Signet Ring Cell Carcinoma of the Stomach,ESCA
Esophagogastric Adenocarcinoma,ACH-000239,TSTAD,TSTAD,Tubular Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002954,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002306,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000932,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000948,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000736,SSRCC,SSRCC,Signet Ring Cell Carcinoma of the Stomach,ESCA
Esophagogastric Adenocarcinoma,ACH-000746,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000761,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000764,MSTAD,MSTAD,Mucinous Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000793,SSRCC,SSRCC,Signet Ring Cell Carcinoma of the Stomach,ESCA
Esophagogastric Adenocarcinoma,ACH-002835,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000507,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000560,STSC,STSC,Small Cell Carcinoma of the Stomach,ESCA
Esophagogastric Adenocarcinoma,ACH-000616,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002871,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000633,DSTAD,DSTAD,Diffuse Type Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000919,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000911,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002979,DSTAD,DSTAD,Diffuse Type Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002967,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002968,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002972,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000225,STSC,STSC,Small Cell Carcinoma of the Stomach,ESCA
Esophagogastric Adenocarcinoma,ACH-002981,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000847,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000880,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000898,TSTAD,TSTAD,Tubular Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-002837,ESCA,ESCA,Esophageal Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000908,STAD,STAD,Stomach Adenocarcinoma,ESCA
Esophagogastric Adenocarcinoma,ACH-000581,STAD,STAD,Stomach Adenocarcinoma,ESCA
Glioblastoma Multiforme,ACH-001608,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000231,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000200,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000244,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000269,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000631,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001609,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000036,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000075,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000283,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000027,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000102,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000215,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001606,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000152,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000634,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000673,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000676,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000455,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000760,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000819,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000863,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000738,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000137,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001214,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001605,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000445,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000623,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002228,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000464,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001610,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001611,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001622,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000289,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000323,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000887,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001118,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000370,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001329,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000098,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000622,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000504,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000543,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000469,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000479,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000328,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000368,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001623,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-001624,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002229,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000571,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000376,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002227,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000570,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002259,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002230,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000558,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000609,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-000595,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002680,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002225,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002231,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002268,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002349,GB,GB,Glioblastoma,GBM
Glioblastoma Multiforme,ACH-002223,GB,GB,Glioblastoma,GBM
Head and Neck Squamous Cell Carcinoma,ACH-002030,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001542,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001543,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001625,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002029,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001641,HNSC,HNSC,Head and Neck Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000618,HPHSC,HPHSC,Hypopharynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000619,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001701,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001698,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000692,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001675,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000630,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001626,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002249,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001511,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001510,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000228,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000682,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000254,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002042,HNSC,HNSC,Head and Neck Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001690,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001691,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001692,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001693,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001694,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001699,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000549,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001696,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002250,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002251,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000238,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002294,HPHSC,HPHSC,Hypopharynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000415,HPHSC,HPHSC,Hypopharynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000472,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000500,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000503,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000518,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000546,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000548,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002244,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000832,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000188,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001509,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000846,HPHSC,HPHSC,Hypopharynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002265,HNSC,HNSC,Head and Neck Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001023,HNSC,HNSC,Head and Neck Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000715,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002043,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002044,SNSC,SNSC,Sinonasal Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002045,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002305,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002213,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001385,HNSC,HNSC,Head and Neck Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001508,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000606,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000836,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000207,OPHSC,OPHSC,Oropharynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002296,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000992,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002295,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001227,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000762,HNSC,HNSC,Head and Neck Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000723,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000732,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002212,HNSC,HNSC,Head and Neck Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000794,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000771,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000778,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002298,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001090,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001347,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-002297,LXSC,LXSC,Larynx Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000181,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001346,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001331,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000163,HNSC,HNSC,Head and Neck Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001228,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001229,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000735,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-000740,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Head and Neck Squamous Cell Carcinoma,ACH-001332,OCSC,OCSC,Oral Cavity Squamous Cell Carcinoma,HNSC
Hepatocellular Carcinoma,ACH-000393,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000686,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000475,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000734,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000221,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000625,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000316,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000620,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000577,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000471,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-001089,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000422,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000217,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000537,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000361,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000420,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000476,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000478,HCC,HCC,Hepatocellular Carcinoma,LIHC
Hepatocellular Carcinoma,ACH-000848,HCC,HCC,Hepatocellular Carcinoma,LIHC
